,glk,agp,yihX,pgm,ptsG,malx,crr,galM,yihR,yeaD,pgi,ascF,chbF,ascB,bglA,bglB,yggF,glpX,fbp,pfkB,pfkA,fbaB,fbaA,tpiA,gapA,pgk,gpmA,ytjc,gpmM,eno,pykF,pykA,ppsA
104,1.5323682758893932e-05,6.114305729822047e-05,3.078722790243153e-05,3.0280620039576626e-05,3.105293727427911e-05,1.908839513141916e-06,0.00012158470247500177,3.0464488048894987e-05,9.457653424086153e-07,3.060371815464842e-05,0.00012316665938462857,1.895588734841841e-06,4.767463872727084e-07,3.836916986431256e-06,7.589064249161608e-06,4.7604790375505093e-07,1.9211235024832806e-06,7.767135453138644e-06,6.089297973451939e-05,1.494156014700616e-05,3.171940199245176e-05,0.00012345293043755442,0.0002443188600669153,3.045192443866772e-05,0.0002440183251273191,0.0002451338721942639,0.0001224487021526831,7.626722045391033e-06,1.5438003367076515e-05,0.0002437613402777548,0.00012254247012529357,3.0620999605597706e-05,0.00012211324869979288
105,1.553534915957117e-05,6.200525005304239e-05,3.11897637784587e-05,3.083356236552639e-05,6.359983016982645e-05,3.9089963898998265e-06,0.0002502184394339065,3.072926045499884e-05,1.9420059371089933e-06,3.106921955563909e-05,0.00012489454488060585,1.924513401274078e-06,9.702753623509726e-07,3.898282373404293e-06,3.86125396337489e-06,9.785522965616714e-07,1.9502263667644626e-06,1.57495541004413e-05,6.228138270744354e-05,3.065573364033782e-05,6.342744051605117e-05,0.00012519741088466647,0.0002490007338169784,3.1036376298002075e-05,0.00024783252823805244,0.0002500514375912565,0.00012268504090767038,1.5497931393207647e-05,1.559898532689757e-05,0.000247013442217529,0.00012354591571262172,6.138316466724131e-05,0.00024951712058591765
106,1.5390103720092133e-05,6.180882068130614e-05,3.157979275403493e-05,3.119764068750118e-05,3.1680907727204846e-05,3.886102360636077e-06,0.0002501923070357586,3.093367844509546e-05,9.700637275309085e-07,3.155379271354798e-05,0.00012549603378338628,1.929397102122147e-06,9.729973739914761e-07,3.945835715382983e-06,3.868535246770637e-06,4.848760656043007e-07,1.944960778175097e-06,1.5668308460962146e-05,6.150493370165985e-05,1.522281222548896e-05,6.205880315945414e-05,0.00012589136684802417,0.00024828871258219366,3.116853490159991e-05,0.0002491340943946602,0.00025084245688131336,0.00012330115334841364,1.5526088889877616e-05,1.545651627969835e-05,0.0004937905044086033,0.00012404542658109416,6.16964819626104e-05,0.0002506435565070667
107,1.5140600263270902e-05,3.06560578750746e-05,1.5304236308082976e-05,1.5226757368717769e-05,3.1258289302363835e-05,1.9061348424262001e-06,0.00012304109595506733,1.518492256216448e-05,9.624882641480604e-07,1.5355837142914388e-05,6.181372382336537e-05,9.527272751714639e-07,9.566222648214417e-07,1.9060290032633043e-06,3.8460510664651385e-06,2.408789258886885e-07,1.9110325409535942e-06,7.775390755726253e-06,6.160218076930809e-05,7.523813881876127e-06,3.1828432217542146e-05,6.205478302154078e-05,0.0001231537146541812,3.0999305197048006e-05,0.00012295149778101882,0.0001239123323481013,0.00012282591012248236,7.672560834397937e-06,7.76184373006824e-06,0.00024416951478601777,6.0940536488750434e-05,3.067949291159235e-05,0.00012312457363725397
108,1.5330197422181797e-05,3.049561737417064e-05,3.100496141593943e-05,3.0638270562090785e-05,3.138301062362385e-05,3.875599681630378e-06,0.00012346460077772823,1.526967640669843e-05,1.9447782187089305e-06,3.111279041221699e-05,6.181740143515933e-05,1.90048571770417e-06,9.663707756316714e-07,3.889921556350194e-06,3.834145764989797e-06,4.815629939183065e-07,1.9199415585310276e-06,7.87013509832409e-06,3.044646974102032e-05,1.5133235804879594e-05,6.034357134973437e-05,6.169901059989595e-05,0.00012311659768958266,1.533311624090938e-05,0.0002449114888065501,0.0001241510857191085,0.00012296060096815922,1.5370014160041724e-05,7.787509602300837e-06,0.00012277931450832363,6.089704537194659e-05,3.069162291016985e-05,0.00012405723493788838
109,7.584863967812004e-06,1.5236136217874563e-05,7.646967978183727e-06,7.53645473500362e-06,1.5495938926980304e-05,1.9005453924510948e-06,0.00012009278439659813,7.473212660779415e-06,1.8854119086970878e-06,3.824095684087317e-06,3.050072803817767e-05,1.9015758624609147e-06,9.396896948542365e-07,3.792702742722129e-06,3.776012101222554e-06,1.8816020045035585e-06,1.915000140265585e-06,7.693940493866333e-06,1.5189756527571586e-05,1.5077373889143448e-05,3.152134360004346e-05,0.00012448600650764895,3.0315839697030838e-05,7.684974059627447e-06,3.0331474835081476e-05,6.129791178616502e-05,6.068220093244073e-05,3.784663434184107e-06,7.802986466781261e-06,3.0029746136558266e-05,5.975361921832638e-05,1.5321682310046158e-05,1.5193592668537441e-05
110,3.889327612741554e-06,3.12748446480163e-05,1.574302773552579e-05,1.5699151824944557e-05,3.1949873369877804e-05,1.950155463641193e-06,0.0002486127482739468,1.549941694602667e-05,2.4563935298857723e-07,1.5883958174770406e-05,6.22628999958986e-05,1.9365103466090193e-06,2.457579165244873e-07,1.9558151813288634e-06,1.93454254661179e-06,6.081945154623768e-08,4.882277444907414e-07,3.950379453050374e-06,7.696450832835514e-06,3.104563047576586e-05,3.183383989535922e-05,0.00012685563573589323,6.18627357479823e-05,7.788029550423622e-06,3.083472416798008e-05,6.195817301612354e-05,6.145994284819319e-05,3.907469550116977e-06,7.857331894765256e-06,3.104948890791185e-05,6.165558953285166e-05,1.545918323130861e-05,1.5529855983045804e-05
111,3.801928849510413e-06,7.651162189266305e-06,3.8523638883428874e-06,3.7830813756254895e-06,3.893232331525855e-06,1.9077420515225987e-06,3.0607602595658465e-05,1.8918583104242517e-06,1.8967995712260164e-06,1.9061487027517753e-06,1.545513700250903e-05,1.8892613732014249e-06,9.596123108382938e-07,3.834325719488336e-06,1.8857677684625405e-06,1.8947092952443233e-06,1.9072149897928196e-06,3.877098690837489e-06,7.6561000959508e-06,3.7908867723817453e-06,3.943590571830442e-06,3.119506294596252e-05,1.5201986348691138e-05,3.8448487083439675e-06,3.059947011176112e-05,1.5332092564130258e-05,6.092164625447291e-05,1.8908331063867972e-06,7.681416308656998e-06,1.5202448612954747e-05,1.520013743219416e-05,3.823725369436827e-06,7.557565041014875e-06
112,7.674130730708354e-06,1.51913631702902e-05,7.712904002961655e-06,3.7995784642886415e-06,1.5492825251180062e-05,4.806164138468788e-07,6.138866303226459e-05,3.837846668681103e-06,2.3776832890783002e-07,3.881659496721505e-06,3.095265005451862e-05,4.791958341224664e-07,1.2060976007838178e-07,9.571203798434829e-07,9.548870571602666e-07,1.1959134013987245e-07,4.817971831437931e-07,1.9494317546871374e-06,7.656548004265798e-06,7.5294335668133035e-06,1.5795591169292813e-05,6.223938260730037e-05,3.0693438765661606e-05,3.859445989820384e-06,3.054434966103754e-05,6.1877397818048e-05,6.106996500765379e-05,3.832953463023106e-06,3.842791844879926e-06,3.06110524735159e-05,3.0345834188290064e-05,7.665035374961597e-06,1.5428622641480623e-05
113,1.5624609808086603e-05,3.102536106311697e-05,1.574132112619547e-05,7.681558485511413e-06,3.165137200084992e-05,9.661721272260385e-07,0.00012422603680130437,7.69609470654242e-06,9.907164272081049e-07,7.822143769230696e-06,6.27071736314537e-05,9.660316288986106e-07,4.896220165762915e-07,3.918379765583498e-06,1.9314043532188274e-06,4.84883437640045e-07,9.772406995437622e-07,7.971601853800237e-06,1.553507188729041e-05,7.55930378899635e-06,3.259552969636843e-05,0.0001260016800732702,6.182700511974277e-05,7.766221590591904e-06,7.463987842712859e-06,6.148603109445149e-05,0.00012353636088166685,3.854213130082861e-06,7.822815992210456e-06,6.194744330981706e-05,6.143069816978826e-05,1.5534003921783712e-05,3.116262224526494e-05
114,1.5499130069561355e-05,3.0653038571815134e-05,7.738978432498531e-06,3.832136424523135e-06,1.567016253206848e-05,9.637418364049177e-07,0.0001237825720450203,7.702303838865338e-06,2.423145034935096e-07,7.79373581564602e-06,6.267683829706349e-05,9.55754425146291e-07,2.4366568053778917e-07,1.949392451384525e-06,1.923133587450733e-06,2.4202699312398837e-07,9.629891153214345e-07,3.944403995390895e-06,1.538769280774342e-05,7.5983708194503125e-06,3.1490426596221535e-05,0.00012605316487812235,6.189472276029954e-05,7.775580931331387e-06,6.184866997076285e-05,6.170949331449139e-05,0.00012297596412480822,7.752721289262997e-06,7.796126684828075e-06,6.165444835846715e-05,6.180191608246164e-05,1.5378988184998115e-05,1.528550161109584e-05
115,1.5249179541744083e-05,3.047143650070925e-05,1.5373164127071173e-05,3.7981483427453995e-06,1.5440115964462724e-05,1.915089387259058e-06,0.00012278580761028286,7.584836391559698e-06,2.398756441199442e-07,7.719527263371832e-06,6.149720935367542e-05,9.465665442954645e-07,4.747610107569983e-07,1.9097974694314514e-06,1.9058047444577778e-06,2.388894897627914e-07,9.591918362809942e-07,3.8893661777549825e-06,7.501654745555237e-06,7.5103278581517866e-06,3.12458527261463e-05,0.00012425174238352556,6.090058793079625e-05,7.727021942531365e-06,6.065166244823921e-05,6.050901928049132e-05,6.0495261298813386e-05,7.698766055456674e-06,7.676091650001701e-06,1.5246155761548409e-05,6.052134012821515e-05,1.5302374955603462e-05,1.5368937222627376e-05
116,1.5288573619957323e-05,1.5155530281014562e-05,1.5541357941008602e-05,3.836288024972535e-06,1.556568384096941e-05,9.627739783205903e-07,0.00012334395173053898,3.8018132434074318e-06,4.804993537863616e-07,3.873266481049743e-06,6.206089537507478e-05,9.582659203870532e-07,2.41645560930419e-07,1.9398594320424423e-06,1.9127981338797107e-06,2.4211884407162367e-07,9.606061999274739e-07,3.902157390157425e-06,7.539900487587912e-06,7.53291594540351e-06,3.135922475932266e-05,0.0001256885597062972,3.052738389371497e-05,7.7235442830403e-06,6.0924223681267276e-05,6.153677638536344e-05,6.097337673628173e-05,3.817325735018911e-06,3.876171030447642e-06,6.120678894696849e-05,6.101458301532368e-05,1.5163727516490758e-05,1.5205805475069389e-05
117,1.5602883561366423e-05,1.552157368838719e-05,7.921975802026226e-06,3.855469388434248e-06,7.943885044036255e-06,9.750925568622974e-07,6.207291672568226e-05,3.85589757812228e-06,9.85426565962161e-07,7.868304049718753e-06,3.1443811744216086e-05,1.9614122324971138e-06,4.938898166249075e-07,3.958961810106908e-06,9.67239943126313e-07,9.820087322382214e-07,9.787994278797564e-07,4.03622242689146e-06,7.695540199835947e-06,3.8303408188161154e-06,1.608655348965044e-05,0.00012557802254378693,3.094676812296124e-05,7.84063023462842e-06,6.282239083545522e-05,3.104191616167677e-05,0.00012365768858674112,3.905876176024064e-06,3.978454089584918e-06,6.253650079011944e-05,3.102423309405786e-05,7.770211544526545e-06,1.551230112152685e-05
118,1.5341186422522026e-05,3.1042736966316e-05,1.5690011719814224e-05,7.81503725411446e-06,3.1747783964140336e-05,1.9522643212242236e-06,0.00012377119891777052,7.73527040345901e-06,4.883649267465685e-07,7.877432311115189e-06,6.262287605051338e-05,1.9292695661151794e-06,2.4347456312492066e-07,3.8912126036943385e-06,3.857366018114056e-06,2.429960598019799e-07,3.941440500347929e-06,8.055035682817818e-06,1.5358882676291258e-05,1.5302354724755063e-05,6.28481434126027e-05,0.00012510558089150005,6.216489754914492e-05,1.5613634532948714e-05,6.243703585512109e-05,0.00012376399920474711,0.0001230051512798533,1.557773749568908e-05,7.941595851058795e-06,0.00012377872633829475,0.0001231224575191475,3.0766496720783994e-05,3.096317894526292e-05
119,1.5351341009559914e-05,3.096467313045892e-05,1.5750751414710148e-05,7.8334862114142e-06,6.281105474066605e-05,1.9696041367310846e-06,0.00012346680439234313,7.620191003781703e-06,4.817982978446909e-07,7.76281352380844e-06,6.150944679602689e-05,1.9153236012753116e-06,4.876258895636823e-07,1.9297096009713486e-06,9.542658278109247e-07,9.894179574985136e-07,1.9508439775099932e-06,3.966083883055472e-06,7.593219172092956e-06,7.530028369487294e-06,3.140909832860054e-05,0.00012516224279148793,3.061116376637216e-05,7.695026426531057e-06,6.113925814281237e-05,6.16625185450559e-05,6.0933728885026806e-05,7.660838622975065e-06,3.900558446994189e-06,6.097498898309784e-05,6.122273223611327e-05,3.0798911872146645e-05,1.534243382689566e-05
120,7.589169599536754e-06,3.0878803054400564e-05,3.120197177281536e-05,7.789888262669242e-06,3.176184799930872e-05,1.9626988471736545e-06,6.111545816985297e-05,7.66442990798144e-06,4.84728648424449e-07,7.814913270470294e-06,6.269900817019005e-05,9.715435723184075e-07,4.87368409031892e-07,1.970939119007845e-06,1.9324860455482525e-06,2.45103608104805e-07,9.746247099125771e-07,3.967455283250056e-06,1.5427199962587267e-05,7.509344931268681e-06,3.168107526558015e-05,6.146022723978013e-05,6.161521296363543e-05,1.558148622052094e-05,6.14746923187667e-05,0.00012441941072248468,6.136831545643022e-05,7.68683612336222e-06,1.9361455512365133e-06,6.1021883702695964e-05,6.135087425154724e-05,1.5406817549494877e-05,3.085260513909414e-05
121,1.5529198985475656e-05,3.086433432238063e-05,3.190525679175825e-05,7.851755535166636e-06,3.1717808488217504e-05,9.662500487423746e-07,0.0001240710947903865,7.669695777591563e-06,4.944023283438908e-07,7.81294529356496e-06,6.253216035417081e-05,1.9355197992756045e-06,4.992220514416868e-07,3.898022114427487e-06,1.9320964643634733e-06,2.425196190849737e-07,9.762786454285451e-07,4.927409683901671e-07,1.5701829503729154e-05,1.5437431892824664e-05,3.1734166679820734e-05,0.00025162549926250737,6.201972041477471e-05,7.706255860461684e-06,6.175397287594932e-05,0.00012409537376619858,6.113448932444057e-05,7.672799214769718e-06,1.5660532039291356e-05,6.144970562743903e-05,6.147513932767249e-05,1.5536078306593508e-05,3.111536135532963e-05
122,1.5439034115194972e-05,3.058290837797089e-05,3.122045782681382e-05,1.5808381919015678e-05,3.145200230266683e-05,1.9496643691425806e-06,0.00012340781006198184,3.855576431398272e-06,1.9462417474411945e-06,7.815068250332846e-06,6.275772366750577e-05,3.917719322113511e-06,4.826037853960492e-07,3.902639780693961e-06,1.927416144711825e-06,9.76572326562037e-07,9.625722514963182e-07,7.802617674196644e-06,1.5487894837635474e-05,3.767954619832237e-06,3.070095694171347e-05,0.00012552324678670638,3.0294334515397978e-05,1.558593642725192e-05,6.200934896287942e-05,6.238431101826715e-05,6.168865200128095e-05,7.761987395569698e-06,7.820122277471366e-06,6.157335683440388e-05,6.183759133449252e-05,7.706128508572428e-06,1.533636002461963e-05
123,0.000492139333377735,0.0004902871898713919,0.000495759757173638,0.00024518411050941267,0.000501614944264718,0.000494254556088777,0.0004931827701131203,0.0002448883388480284,0.0004920599611761136,0.0004977135033472277,0.0004987153492120263,0.0002455071779351686,0.0002462297772503213,0.0004972820334586343,0.0002460553529309058,0.0004914819714228404,0.0002456389921760077,0.0005009681060596177,0.00048628351714451824,0.0001211079089500146,0.0005080139059530336,0.000501845117650988,0.0009889064840115079,0.0004988531699485614,0.000983493002189097,0.0004948174889217047,0.0004910143558703372,0.0004947854348947788,0.0004973602753674344,0.000490311173695798,0.0004929663457171134,0.00049255787552828,0.0004930210947202863
124,7.655305566011186e-06,3.070814202054358e-05,3.1162931241334456e-05,1.5237672221103383e-05,6.247617508242137e-05,1.9293384345118613e-06,0.00012112800486591236,3.05059000551599e-05,9.659556405907364e-07,6.24835267444626e-05,0.0001227849959537597,1.915119770163243e-06,9.594531049773996e-07,3.881198941541777e-06,7.718384300511987e-06,9.607579759407994e-07,1.9190990266800498e-06,1.566014901309905e-05,6.158149782181476e-05,7.561607746406693e-06,6.474617690210857e-05,3.097128525362852e-05,0.0004917838846991044,6.178243211485189e-05,0.0002459878617707943,0.00024953361512757623,0.00012189138609960817,7.74165443150439e-06,1.550594482029541e-05,0.0004900457964489551,0.00012239796135655757,6.136085163635852e-05,0.00012155713802253974
125,7.637902291179184e-06,1.5356639074790178e-05,1.5492205663376073e-05,1.5333430452440894e-05,3.132363152589685e-05,3.873630070817615e-06,0.0001243566730059462,1.530155562763696e-05,3.8914466840466496e-06,3.124236228455156e-05,0.0001226405254644369,1.911127287995366e-06,1.9208644536038665e-06,3.917136670319779e-06,3.845158794334853e-06,1.9175760489338403e-06,1.9060781421437798e-06,1.567714575162005e-05,3.055528500938e-05,7.586576398778179e-06,6.281578824576516e-05,3.086661948210924e-05,0.00024571369666811046,3.075244652232856e-05,0.00012271545691870092,0.0001241772683053973,0.0001226914479204613,7.736871031109065e-06,1.5737242663201035e-05,0.0002464558013968537,6.140122387572699e-05,6.11066113069103e-05,0.000123646817343273
126,7.695992959199668e-06,3.0701058414171845e-05,1.5546022767915747e-05,1.5356537562111107e-05,3.1448114639669856e-05,3.839581070822804e-06,0.00012436324952545496,1.537354013399897e-05,1.9259476754718756e-06,3.098994191489629e-05,6.186666165204718e-05,1.917540556796242e-06,1.925743986719623e-06,3.847757382353444e-06,3.8094910827608606e-06,1.9364821845183513e-06,1.93076609415795e-06,7.85787208771746e-06,3.0515722243535383e-05,7.521113746865782e-06,3.1716215064036945e-05,6.317908614226162e-05,0.0002462724258739391,3.077644350389648e-05,0.0002466627919979761,0.0001227871874386861,6.138823694209491e-05,7.730327424931493e-06,1.5314427177490737e-05,0.0001220979126093411,6.150977207688292e-05,6.160433903601769e-05,0.0001227532643895218
127,7.625350868997392e-06,3.0994285142633994e-05,3.124798022795929e-05,3.0811455699214454e-05,3.1578185389077924e-05,7.695748771065282e-06,0.00012396714265457538,1.53172619912278e-05,3.854014408663338e-06,1.5389259349162312e-05,6.217447301995752e-05,1.911347119223529e-06,1.917208483624881e-06,3.847904908686246e-06,3.862354217620854e-06,3.842958233304685e-06,3.857944879845975e-06,1.551743932640238e-05,3.101724060115124e-05,7.541036959579185e-06,3.20245564934763e-05,6.228175324104263e-05,0.000123445259626034,3.118005441108554e-05,0.00012371124136367702,6.113618665783428e-05,6.100837206850163e-05,7.63953832080943e-06,7.802571253987535e-06,0.00012353358440269786,3.067720132671212e-05,3.069010132628788e-05,6.0923740405437386e-05
128,1.532774523326783e-05,3.061765992316883e-05,6.285030378593851e-05,3.0951309898739654e-05,6.303820745503927e-05,7.836547138244873e-06,0.0002488141489305527,3.100164133628052e-05,3.8933893224189915e-06,6.27771417241193e-05,0.00012384714866552592,1.914529921614701e-06,1.9203147254094375e-06,7.770304000181465e-06,7.749119368640479e-06,3.884771920951735e-06,3.894949280739772e-06,1.5625694331917354e-05,6.210156400084441e-05,1.5013845826424774e-05,6.359007721557118e-05,0.00012363038968365582,0.00024517389995378354,3.10904629964898e-05,0.00024723855137856004,0.0002488282942062606,0.00012157128110083588,1.5360710286240593e-05,1.530419584149124e-05,0.0002479160937811058,0.00012225160266396605,6.200074156516128e-05,0.00012301181895557644
129,1.5280298794105753e-05,3.050630336819381e-05,3.084363277459877e-05,7.612714393978616e-06,3.116457927211805e-05,1.8932432176675635e-06,0.00012180085380184663,1.5166103338414083e-05,9.572219322423976e-07,7.690149832297374e-06,3.071971474907143e-05,9.523104469509875e-07,4.757392977270511e-07,1.8920846803409915e-06,3.822550205521006e-06,9.569713925539865e-07,9.569966966155844e-07,3.91987977418773e-06,1.5068770102119829e-05,7.416207912725789e-06,3.1894017511637766e-05,0.00024799903175457466,6.120391635923913e-05,1.5340131785758866e-05,6.137253453893088e-05,6.136734186319727e-05,6.11804551980981e-05,7.607653599862652e-06,3.893795984003129e-06,6.149485158808891e-05,6.075607413212275e-05,3.045021345046165e-05,3.080361520873358e-05
130,1.5267264175243633e-05,3.076322251206134e-05,3.138348776962517e-05,1.5339432114837368e-05,3.1211316590131094e-05,3.868563376552806e-06,0.00012312905016078303,1.5349595687311918e-05,1.915797180885905e-06,7.771336496394976e-06,6.197783531486454e-05,1.9115644485081497e-06,1.918209947722408e-06,3.849909792513179e-06,3.860649084744313e-06,1.8884372980969819e-06,1.9053676416279513e-06,7.807039175102927e-06,1.5116349113113566e-05,7.534848252239962e-06,6.201840851475931e-05,0.00025113363293481297,6.104443664496086e-05,1.545487137807422e-05,6.108746768745553e-05,0.00012403156959596296,6.116512940139651e-05,7.635317674661406e-06,7.839391608846614e-06,0.00012014451534054738,6.094855351789774e-05,3.070670081061392e-05,3.0792967556554244e-05
131,1.5496896712961177e-05,3.051846576038174e-05,1.5515572556168753e-05,7.661294405101248e-06,3.13407808437373e-05,9.497599378170747e-07,0.00012311814400640754,1.5256549997374856e-05,4.776125664079402e-07,7.611069015169827e-06,6.163162930584282e-05,9.57630148682659e-07,4.797795139241636e-07,1.941565665189543e-06,1.9249167226622657e-06,2.40883862063111e-07,4.760705616227394e-07,3.912225126019376e-06,1.549769576687908e-05,7.468923443460271e-06,3.2059081221899946e-05,0.00024821667086916154,0.00012238978976580712,1.555634378945554e-05,0.000122956293125955,6.0674880722366803e-05,6.068522955156978e-05,7.648340513808514e-06,7.734355177383634e-06,0.00012245372072657877,6.061875504815946e-05,3.0664874321126806e-05,3.053142010451684e-05
132,1.559335626313259e-05,3.069430108102966e-05,3.1073204162416464e-05,7.699152841836098e-06,3.168321145753035e-05,9.594378834898391e-07,0.0001241504291734886,1.5571560247414095e-05,4.857313276110767e-07,3.8962265434406506e-06,6.314898169467619e-05,9.651195256203014e-07,4.865610801293003e-07,1.9578758008955144e-06,3.8500294061529984e-06,2.4346876915179797e-07,9.710119547559558e-07,3.965918717702654e-06,1.545063222137149e-05,1.5200489110947136e-05,6.306321475373475e-05,0.00025209049835827,0.00012380573063474755,1.5643842862532823e-05,6.215544681401289e-05,0.00012370608947798075,0.00012356045353952445,7.78346445938801e-06,7.89113934692066e-06,0.0001238243915899494,0.0001234948018831995,3.094206338250079e-05,3.098242465275313e-05
133,1.541161518229135e-05,3.08213966434478e-05,1.5570026610480006e-05,7.732075252702229e-06,3.1179312418185324e-05,3.870476681681971e-06,0.00012399353234114098,1.536904897677449e-05,1.92788379347015e-06,7.769168926355713e-06,6.259618131082128e-05,1.9163316813724313e-06,1.9261590253238493e-06,3.8819866652120205e-06,3.849802906872986e-06,1.9211133430455796e-06,1.9226785295697543e-06,7.806523118246979e-06,1.54284951559419e-05,1.530948775607846e-05,3.139062507989522e-05,0.00012456202435209775,3.052980555616181e-05,1.544294341903811e-05,6.171128819904711e-05,6.17360139661204e-05,6.181008728907852e-05,7.762444064287313e-06,7.787102934399569e-06,0.00012328754250033394,6.153750859489582e-05,1.541670984552509e-05,3.082685737875828e-05
134,3.080019452908136e-05,6.187856357104436e-05,3.1048934741892306e-05,7.67740089957066e-06,3.1389442331995746e-05,7.733951285234759e-06,0.00012265601078979033,1.5419655328885198e-05,3.83580369348455e-06,1.5665098018749255e-05,6.23079843861115e-05,3.821458763968327e-06,3.853532933868582e-06,7.753976975030525e-06,7.695936998734524e-06,3.851022088237765e-06,3.839629295099e-06,7.886758843978213e-06,3.091495347597954e-05,1.5250772307069022e-05,6.165416306817142e-05,0.000250362381920001,6.148273897639981e-05,1.5629557914150926e-05,0.00012325747355858516,0.00012460097729223425,6.154788249929507e-05,1.5566970080073463e-05,7.871571104922905e-06,0.00012353464599022945,0.00012358316210722554,3.062713342569597e-05,3.0342514488046437e-05
135,1.5408864764222052e-05,3.0561587486341104e-05,3.1193784465181003e-05,1.5649045327705316e-05,3.131630243507761e-05,3.874972063651038e-06,0.0001240007454067768,1.54770974431128e-05,1.92709127844493e-06,7.85747732767605e-06,6.320022210520108e-05,1.920955878631255e-06,1.939236325490097e-06,3.853881933409237e-06,3.863804683505683e-06,1.928197321821841e-06,3.868824226093937e-06,7.92881266549355e-06,1.549826947202352e-05,1.5329255005652562e-05,3.201778299999324e-05,0.00025341626919526456,6.185504824082374e-05,1.567327040580852e-05,0.00012457519945922193,0.0001256241024768245,6.20514604510683e-05,1.5603162043960088e-05,7.905136733850208e-06,0.00012417973090162916,0.00012431492022209795,3.088854112358866e-05,3.093500761286413e-05
136,3.139929992632943e-05,6.311580409847977e-05,3.158883309633998e-05,1.565810981514541e-05,6.468667002555466e-05,3.9204317352898405e-06,0.00025082703646166134,3.1169338450186265e-05,1.944530119582431e-06,1.582315455411041e-05,0.003923044311405588,1.9353509193030223e-06,1.95780203130714e-06,7.960880325368685e-06,7.84559188131835e-06,3.931918727498714e-06,3.934929686709103e-06,8.085641334311473e-06,3.1454892374247095e-05,1.528081394551373e-05,6.456124765010253e-05,0.0005136639647512981,0.0001246996081882015,1.564104066088441e-05,0.00012506613950779544,0.00012495953640484725,0.00012483057736562567,1.5643315472584514e-05,7.972634746845462e-06,0.00012414509486903365,0.0001247701891024141,3.12258860577503e-05,6.362813060902702e-05
137,1.5173674367056179e-05,6.121520519131693e-05,6.21472710329636e-05,1.5451888524872244e-05,6.256664412506781e-05,1.9167674982545326e-06,0.00024523079275059714,7.5879506346393e-06,1.9397696718446988e-06,1.5450152197412818e-05,0.00012360857124233082,1.9151969955476006e-06,1.923972803300516e-06,3.8095464838557572e-06,3.8401750330628164e-06,1.9264620854560376e-06,1.929885643014663e-06,7.894640282350739e-06,3.064550174349453e-05,1.5028571376987727e-05,6.350140242919965e-05,0.00024795755930015614,0.00012197916351121229,1.5371751642672442e-05,0.00012233122918407741,0.00012259302771268162,0.00012209290861768367,7.592586754500855e-06,7.81305891654352e-06,0.0002449709116530143,0.0001220514318095036,6.125754673581154e-05,3.0246810874009046e-05
138,3.106698100592448e-05,6.15508526056604e-05,3.1210532590644215e-05,1.5574391182081177e-05,6.203103670435039e-05,1.9241991999678494e-06,0.0002445007809562052,1.544488312768711e-05,4.867235327731333e-07,7.703861997050843e-06,6.199578260712151e-05,9.61218531071897e-07,4.848629244272579e-07,3.8812220321436565e-06,3.836506120896908e-06,4.856719302930547e-07,9.646660288525953e-07,7.880916746207478e-06,3.111050759280524e-05,1.5299815965580995e-05,6.30780154097491e-05,0.00025098426968483853,0.00012343220402165524,1.570066704444309e-05,0.00012341033897759088,0.0001236311252038264,0.000123445259626034,1.5563728961070048e-05,7.836687006107352e-06,6.170370108861037e-05,0.00012317528996082068,6.155012023735301e-05,6.153628825051527e-05
139,1.5540875098361444e-05,6.164095964757965e-05,3.125700823034916e-05,1.550658033319617e-05,3.154816149835037e-05,1.935405931615196e-06,0.0002470921580989791,1.55234411806525e-05,4.856260227486752e-07,7.82070127030867e-06,6.232355534328136e-05,9.621765570178674e-07,4.851665444755373e-07,3.921942899594229e-06,3.871088217939443e-06,2.4322908395305553e-07,9.671171897518891e-07,7.925013679894983e-06,1.529919903992205e-05,1.5132995719815107e-05,6.240270601906248e-05,0.00025080598000038645,6.10875080685257e-05,1.553023582244575e-05,0.00012450530496484514,0.00012521247412510575,0.00012483098995424942,7.720935789648884e-06,7.770139635333278e-06,6.173760556761551e-05,0.00012377185345790432,6.148013792136368e-05,3.089693424999158e-05
140,1.5289655033125115e-05,3.0633693721422195e-05,3.114880295465628e-05,7.724703328927892e-06,3.1273335495645036e-05,1.9329408691723213e-06,0.0001241688137633269,7.59027335805087e-06,2.4043635564986783e-07,7.762808392305783e-06,6.177704141027448e-05,9.540797585676041e-07,2.3954605224050973e-07,1.9319776896605817e-06,1.917524078527092e-06,2.392213409372703e-07,9.612814377986508e-07,3.939283789057725e-06,7.59324426911577e-06,7.512959558229183e-06,3.1488532367480714e-05,0.00012381735247824396,6.125264722015715e-05,7.753177412818574e-06,6.122398683355813e-05,0.00012355326608546157,6.091435755955691e-05,7.699142662998211e-06,7.708533267508347e-06,3.067949291159235e-05,6.068534989717414e-05,3.063478724065253e-05,1.5181710808895163e-05
